projectId,name,priority,difficulty,status,lastUpdated,dueDate,organisationName,percentMapped,percentValidated,totalArea,country,creation_date,totalContributors,author
16899,Large scale geographic reference system in Cameroon _Buildings (SU0207),MEDIUM,EASY,PUBLISHED,2025-07-08 17:21:57.921246,,GeOsm Family,79.07,0.00,1758.871,['Cameroon'],2024-06-05 12:19:53.364631,35,B.Kouma Miguel
16895,Large scale geographic reference system in Cameroon _Buildings (SU0204),MEDIUM,EASY,PUBLISHED,2025-05-18 20:52:36.440285,,GeOsm Family,100.00,31.71,1083.104,['Cameroon'],2024-06-05 10:35:01.421289,33,B.Kouma Miguel
16894,Large scale geographic reference system in Cameroon _Buildings (SU0203),MEDIUM,EASY,PUBLISHED,2024-07-09 10:16:49.507556,,GeOsm Family,100.00,7.58,2254.975,['Cameroon'],2024-06-05 10:28:59.441625,4,B.Kouma Miguel
16893,Large scale geographic reference system in Cameroon _Buildings (SU0202B),MEDIUM,EASY,PUBLISHED,2024-07-09 10:16:02.899414,,GeOsm Family,100.00,0.00,2507.131,['Cameroon'],2024-06-05 10:19:23.290186,7,B.Kouma Miguel
16890,Large scale geographic reference system in Cameroon _Buildings (SU0201),MEDIUM,EASY,PUBLISHED,2025-06-23 17:58:29.840072,,GeOsm Family,92.92,92.92,1935.683,['Cameroon'],2024-06-05 09:19:10.930809,27,B.Kouma Miguel
16889,Large scale geographic reference system in Cameroon _Buildings (Creation du referentiel geographique à grande echelle du Cameroun_Buildings (SU0108)),MEDIUM,EASY,PUBLISHED,2025-07-29 22:05:51.792267,,GeOsm Family,96.01,0.00,1998.108,['Cameroon'],2024-06-05 08:36:43.215808,45,B.Kouma Miguel
16888,Large scale geographic reference system in Cameroon _Buildings (SU0107),MEDIUM,EASY,PUBLISHED,2025-04-16 04:38:53.250926,,GeOsm Family,100.00,47.62,856.419,['Cameroon'],2024-06-05 08:20:55.293321,17,B.Kouma Miguel
16887,Large scale geographic reference system in Cameroon _Buildings (SU0106),MEDIUM,EASY,PUBLISHED,2024-07-09 10:04:13.991751,,GeOsm Family,100.00,0.00,977.685,['Cameroon'],2024-06-05 08:05:52.149576,4,B.Kouma Miguel
16861,Cartographie de la ville de Ouahigouya (Burkina Faso) #OSM_BF #ZOGORE_TECH,MEDIUM,MODERATE,PUBLISHED,2025-05-04 21:29:42.723869,,OSM Burkina Faso,19.75,1.23,67.244,['Burkina Faso'],2024-05-30 13:36:25.248062,22,Soma
16853,"Burundi,Kibenga,Tanganyika Flood 2024",MEDIUM,EASY,PUBLISHED,2025-09-10 18:48:28.219213,2024-07-26 22:00:00,OSM Burundi,100.00,100.00,2.193,['Burundi'],2024-05-27 13:25:30.053751,49,Wann'y christian
16849,Commune d'Allada,MEDIUM,MODERATE,PUBLISHED,2025-06-08 12:41:49.043358,,OSM Benin,21.33,0.00,376.880,['Benin'],2024-05-25 23:28:59.275936,60,Saliou ABDOU
16848,Commune d'Akpro-Missérété,MEDIUM,MODERATE,PUBLISHED,2024-08-30 12:02:21.585765,,OSM Benin,53.54,0.00,70.965,['Benin'],2024-05-25 23:24:04.411991,29,Saliou ABDOU
16847,Commune de Materi,MEDIUM,MODERATE,PUBLISHED,2025-05-26 06:48:23.205252,,OSM Benin,0.06,0.00,1718.726,['Benin'],2024-05-25 23:10:56.552442,9,Saliou ABDOU
16846,Commune de Banikoara,MEDIUM,MODERATE,PUBLISHED,2025-06-05 18:49:20.735449,,OSM Benin,0.04,0.00,4335.285,['Benin'],2024-05-25 20:25:33.604113,5,Saliou ABDOU
16845,Commune de Comé,MEDIUM,MODERATE,PUBLISHED,2025-06-30 11:41:55.722417,,OSM Benin,4.84,0.00,132.611,['Benin'],2024-05-25 16:20:59.965757,31,Saliou ABDOU
16844,"Miklajung Municipality, Nepal- FbAA Project",MEDIUM,MODERATE,PUBLISHED,2025-02-17 07:17:02.272298,,MapBuds,100.00,2.15,166.146,['Nepal'],2024-05-25 13:22:27.248558,20,Rabi Shrestha
16831,Namokora Buildings Mapping,MEDIUM,EASY,PUBLISHED,2024-11-26 16:07:39.044538,,MapUganda,100.00,0.00,314.401,['Uganda'],2024-05-22 14:24:05.850214,134,Geoffrey Kateregga
16828,Conservation mapping - Nam Poui National Park,MEDIUM,EASY,PUBLISHED,2025-08-06 08:20:30.610809,2024-07-30 17:00:00,OpenStreetMap Laos,100.00,36.40,2206.298,['Laos'],2024-05-22 02:55:38.287861,89,Patrick Oswald
16809,KENYA - Kabare,MEDIUM,EASY,PUBLISHED,2025-03-17 13:59:07.032271,,Map For Future,100.00,1.11,62.428,['Kenya'],2024-05-16 15:36:41.878483,263,valerio_de_luca
16807,"Welak, Indonesia - Map Buildings - Climate Change Challenge 2024",MEDIUM,MODERATE,PUBLISHED,2025-10-31 05:18:26.113882,,Open Mapping Hub Asia-Pacific,100.00,77.19,153.007,['Indonesia'],2024-05-15 17:55:43.419150,53,Honey Fombuena
16803,"Tuyen Hoa, Vietnam - Map Buildings - Climate Change Challenge 2024",MEDIUM,MODERATE,PUBLISHED,2025-10-26 10:24:40.038497,,Open Mapping Hub Asia-Pacific,90.29,67.28,1126.905,['Vietnam'],2024-05-15 16:09:36.348778,50,Honey Fombuena
16802,"Cartographie de la Ville de Gao, Mali",MEDIUM,MODERATE,PUBLISHED,2025-07-12 17:42:47.119556,,OSM Mali,70.31,1.71,199.377,['Mali'],2024-05-15 15:24:25.292689,45,Nathalie Sidibe
16795,"Shivasataxi Rural Municipality, Nepal- FbAA Project",MEDIUM,MODERATE,PUBLISHED,2024-05-28 07:15:25.777787,,MapBuds,100.00,1.20,144.982,['Nepal'],2024-05-14 16:04:33.303985,29,Rabi Shrestha
16794,"KANKAI Rural Municipality-wards, Nepal- FbAA Project",MEDIUM,MODERATE,PUBLISHED,2024-06-07 15:15:36.685995,,MapBuds,100.00,4.55,11.178,['Nepal'],2024-05-14 16:02:47.719915,8,Rabi Shrestha
16793,"KANCHANKAWAL Rural Municipality-wards, Nepal- FbAA Project",MEDIUM,MODERATE,PUBLISHED,2024-05-26 09:45:03.668354,,MapBuds,100.00,8.82,11.178,['Nepal'],2024-05-14 16:00:51.555760,14,Rabi Shrestha
16792,"JHAPA Rural Municipality, Nepal- FbAA Project",MEDIUM,MODERATE,PUBLISHED,2024-05-31 09:50:43.521133,,MapBuds,100.00,4.48,93.791,['Nepal'],2024-05-14 15:57:36.293162,27,Rabi Shrestha
16791,"GAURIHUNJ Rural Municipality, Nepal- FbAA Project",MEDIUM,MODERATE,PUBLISHED,2024-05-28 11:55:22.832306,,MapBuds,100.00,0.00,50.263,['Nepal'],2024-05-14 15:55:29.777897,14,Rabi Shrestha
16772,janakpur ward 7 mapping,MEDIUM,MODERATE,PUBLISHED,2024-11-03 09:50:51.415035,,NAXA,22.22,11.11,1.687,['Nepal'],2024-05-14 05:27:57.296720,10,OSMNAXA
16770,"Rakhine, Myanmar - Map Roads (3/4)",MEDIUM,MODERATE,PUBLISHED,2025-10-31 14:39:15.911200,,Open Mapping Hub Asia-Pacific,99.64,6.63,2152.885,['Myanmar'],2024-05-13 21:53:27.601695,24,Honey Fombuena
16769,"Rakhine, Myanmar - Map Roads (2/4)",MEDIUM,MODERATE,PUBLISHED,2025-10-13 05:32:02.693694,,Open Mapping Hub Asia-Pacific,95.64,13.01,1786.978,['Myanmar'],2024-05-13 21:52:21.520969,62,Honey Fombuena
16757,"Sepik River Waterbasin, Papua New Guinea - Map Waterways (5/16)",MEDIUM,MODERATE,PUBLISHED,2025-10-08 14:36:42.512948,,Open Mapping Hub Asia-Pacific,100.00,9.95,4071.146,['Papua New Guinea'],2024-05-13 21:00:55.778876,12,Honey Fombuena
16751,"South Salween River Waterbasin, Myanmar - Map Waterways (6/7)",MEDIUM,MODERATE,PUBLISHED,2025-10-04 05:00:11.526604,,Open Mapping Hub Asia-Pacific,100.00,42.53,3790.280,['Myanmar'],2024-05-13 20:37:23.367423,12,Honey Fombuena
16750,"South Salween River Waterbasin, Myanmar - Map Waterways (5/7)",MEDIUM,MODERATE,PUBLISHED,2025-05-16 14:14:59.720404,,Open Mapping Hub Asia-Pacific,100.00,1.27,4036.759,['Myanmar'],2024-05-13 20:36:34.461128,9,Honey Fombuena
16747,"South Salween River Waterbasin, Myanmar - Map Waterways (2/7)",MEDIUM,MODERATE,PUBLISHED,2025-07-21 19:10:32.152121,,Open Mapping Hub Asia-Pacific,100.00,76.73,4037.500,['Myanmar'],2024-05-13 20:29:05.431202,22,Honey Fombuena
16736,"Thakur baba Municipality, Nepal- FbAA Project",MEDIUM,MODERATE,PUBLISHED,2025-07-14 10:05:09.020008,,MapBuds,88.10,69.05,104.433,['Nepal'],2024-05-10 17:25:37.271729,17,Rabi Shrestha
16733,"Rapti Sonari Municipality, Nepal- FbAA Project",MEDIUM,MODERATE,PUBLISHED,2025-02-17 07:18:53.070722,,MapBuds,100.00,33.33,1041.124,['Nepal'],2024-05-10 15:54:49.239156,11,Rabi Shrestha
16725,"Rakhine, Myanmar - Map Roads (1/4)",MEDIUM,MODERATE,PUBLISHED,2025-10-29 08:10:52.480783,,Open Mapping Hub Asia-Pacific,100.00,38.23,2128.272,['Myanmar'],2024-05-09 14:07:21.363282,42,Honey Fombuena
16721,"Cartographie de Goundam, Tombouctou",MEDIUM,MODERATE,PUBLISHED,2025-08-16 20:12:52.346923,,OSM Mali,66.42,32.10,40.562,['Mali'],2024-05-08 12:12:14.705581,37,Nathalie Sidibe
16694,Entrenamiento - Venadillo,MEDIUM,MODERATE,PUBLISHED,2025-05-28 07:51:03.599704,2024-05-31 05:00:00,Open Mapping Hub for Latin America and the Caribbean,3.81,0.00,6.753,['Colombia'],2024-05-02 20:44:39.299613,25,Juan Carlos Melo Luna
16680,"Cartographie de Markala, Macina, Ségou",MEDIUM,MODERATE,PUBLISHED,2024-05-25 10:49:10.376026,,OSM Mali,97.74,64.66,32.175,['Mali'],2024-04-29 22:28:45.000245,16,Nathalie Sidibe
16670,Eco Smart City Côte d'Ivoire-Bingerville,MEDIUM,MODERATE,PUBLISHED,2024-05-27 14:28:43.581121,2024-06-29 00:00:00,OSM Côte d'Ivoire,86.74,0.00,123.590,"[""Côte d'Ivoire""]",2024-04-29 09:28:07.820367,16,Guy Pacome Adingra
16656,"Ambatomanjaka, Itasy, Madagascar - State of the Map Madagasikara 2024 & OSM Africa Monthly Mapathon",MEDIUM,MODERATE,PUBLISHED,2025-05-25 15:50:21.329895,,OSM Madagascar,100.00,33.59,426.673,['Madagascar'],2024-04-24 05:37:23.349098,92,Dolly Andriatsiferana
16655,Amazon mapping in Peru in support of community-based disaster management Nueva Cajamarca,MEDIUM,MODERATE,PUBLISHED,2025-10-17 12:02:56.780301,2024-05-31 05:00:00,Open Mapping Hub for Latin America and the Caribbean,0.27,0.00,44.651,['Peru'],2024-04-23 17:32:05.516440,12,Juan Carlos Melo Luna
16642,Empowering Communities: Climate Campaign for Resilience and Security Mapping-Kenya 5,MEDIUM,MODERATE,PUBLISHED,2025-04-27 15:29:45.478743,,Open Mapping Hub ESA,93.28,39.70,10.075,['Kenya'],2024-04-23 07:43:51.839683,37,Becky Candy
16568,CARTOGRAPHIE DES BATIMENTS DANS LA ZONE DE KPETE BENA  AU TOGO,MEDIUM,MODERATE,PUBLISHED,2025-01-08 07:35:27.916958,,OSM Togo,100.00,68.85,5.485,['Togo'],2024-04-13 14:25:44.247487,18,Kodjo Elom Ezéchiel AMETOVENA
16567,"Droughts, Gokwe Nembudziya, Zimbabwe",MEDIUM,EASY,PUBLISHED,2025-10-14 09:08:42.450793,,OSM Zimbabwe,100.00,20.97,3178.942,['Zimbabwe'],2024-04-13 10:28:47.328484,278,Letwin Pondo
16565,"Missing Maps: Roads and Waterways in Sokoto, Nigeria (6)",MEDIUM,MODERATE,PUBLISHED,2025-11-01 11:53:37.013610,,Médecins Sans Frontières (MSF) ,45.98,2.30,52.823,['Nigeria'],2024-04-12 10:38:38.060497,115,Jorieke Vyncke
16553,"Missing Maps: Roads in Sokoto, Nigeria (10)",MEDIUM,MODERATE,PUBLISHED,2025-04-29 19:13:30.590725,,Médecins Sans Frontières (MSF) ,100.00,18.00,41.344,['Nigeria'],2024-04-11 11:47:46.025836,13,Jorieke Vyncke
16552,"Missing Maps: Buildings in Sokoto, Nigeria (9)",MEDIUM,MODERATE,PUBLISHED,2025-11-01 15:29:02.479058,,Médecins Sans Frontières (MSF) ,63.28,14.69,41.344,['Nigeria'],2024-04-11 11:45:57.829717,39,Jorieke Vyncke
16514,"ZAMBIA, DEFINING COMMUNITY THROUGH MAPPING, KITWE DISTRICT",MEDIUM,EASY,PUBLISHED,2025-07-19 15:56:46.611284,,Local Knowledge Mappers (LKM),100.00,75.00,2.381,['Zambia'],2024-04-06 09:05:28.857820,67,Charles Chilufya
16494,GISSTT Disaster Resilience Mapathon,MEDIUM,MODERATE,PUBLISHED,2024-04-11 23:07:20.429288,,The Geographic Information Systems Society of Trinidad and Tobago (GISSTT),100.00,9.88,1.141,['Trinidad and Tobago'],2024-03-31 22:07:08.540025,8,Shane Ragbir
16492,Map Umuahia Local Government Area for Social Good Projects,MEDIUM,EASY,PUBLISHED,2025-05-18 21:20:01.486703,,"Unique Mappers Network, Nigeria",100.00,79.55,230.137,['Nigeria'],2024-03-29 10:33:31.530989,390,Kingsley Chika CHUKWU
16442,BOOSTER_GRANT_PROJECT PHASE -01_ACTIVITY_05,MEDIUM,MODERATE,PUBLISHED,2025-08-06 05:17:27.199785,,OSM Sri Lanka,30.43,0.00,57.748,['Sri Lanka'],2024-03-23 00:44:46.347342,63,Suthakaran
16441,Dennery  SALCC,MEDIUM,EASY,PUBLISHED,2025-02-10 19:21:44.175106,,Caribbean Mapper Community,100.00,19.28,21.656,[],2024-03-22 15:39:56.076470,66,Christopher Williams
16421,Upper River Gambia Missing Buildings,MEDIUM,MODERATE,PUBLISHED,2025-07-06 23:08:22.815435,,OSM Africa,56.54,0.93,445.745,['The Gambia'],2024-03-21 07:02:18.394013,77,Geoffrey Kateregga
16360,Road to SotM 2024 - Mapping Westlands Constituency,MEDIUM,MODERATE,PUBLISHED,2025-07-18 21:49:23.797764,,OSM Kenya,99.57,6.28,72.741,['Kenya'],2024-03-14 11:28:23.022394,79,Laura Mugeha
16316,Xuejia Building Mapping,MEDIUM,EASY,PUBLISHED,2025-06-17 13:16:39.876671,,OSM Taiwan,100.00,0.00,25.149,['Taiwan'],2024-03-11 12:57:06.361768,309,Supaplex
16309,Somalia IDP mapping - 4,MEDIUM,MODERATE,PUBLISHED,2025-10-31 17:45:11.302247,,HOT,54.72,47.17,3.921,['Somalia'],2024-03-07 15:45:46.005894,16,Adityo Dwijananto
16308,Somalia IDP mapping - 3,MEDIUM,MODERATE,PUBLISHED,2025-07-05 14:38:29.146787,,HOT,9.60,0.00,42.409,['Somalia'],2024-03-07 15:42:47.690535,21,Adityo Dwijananto
16289,Entrenamiento - Quetzaltenango,MEDIUM,EASY,PUBLISHED,2025-10-09 19:25:00.234253,2024-03-17 05:00:00,Open Mapping Hub for Latin America and the Caribbean,33.84,33.46,300.869,['Guatemala'],2024-03-05 18:20:47.147842,200,Juan Carlos Melo Luna
16260,"Mapping Center Taiwan with Open Data - Yulin County, Chiayi City and County",MEDIUM,MODERATE,PUBLISHED,2025-09-24 09:35:46.211334,,OSM Taiwan,6.60,0.05,4909.261,['Taiwan'],2024-03-04 02:42:01.775957,25,Supaplex
16259,Mapping Center Taiwan with Open Data - Changhua County,MEDIUM,MODERATE,PUBLISHED,2025-07-29 03:56:01.984167,,OSM Taiwan,36.82,0.00,1278.198,['Taiwan'],2024-03-03 06:51:19.293191,25,Supaplex
16245,Mapping North Taiwan with Open Data,MEDIUM,MODERATE,PUBLISHED,2025-07-03 14:54:18.445383,,OSM Taiwan,4.98,0.00,3165.487,['Taiwan'],2024-02-28 14:48:09.178257,51,Supaplex
16240,Kituntu Subcounty Mpigi District - Gain Zone Mapping,MEDIUM,EASY,PUBLISHED,2024-03-21 07:30:51.696430,,MapUganda,98.46,0.00,137.341,['Uganda'],2024-02-27 15:00:20.870118,10,Awania  Morish
16181,Eco Smart City Nigeria-Ado Odo/Ota & Environs,MEDIUM,MODERATE,PUBLISHED,2024-05-17 19:04:30.137116,2024-06-29 23:00:00,Humanitarian Mappers,100.00,0.00,395.194,['Nigeria'],2024-02-18 11:00:15.991282,38,KAZEEM KAYODE OWOLABI
16176,Mapping of buildings of Nzeng Ayong / Libreville,MEDIUM,MODERATE,PUBLISHED,2025-07-18 15:26:51.373584,,OSM Gabon,97.03,6.32,77.097,['Gabon'],2024-02-16 08:30:35.587681,18,Geoffrey Kateregga
16147,Connecting Sipili: ALIN's Community Network Mapping Initiative Sosian Ward,MEDIUM,EASY,PUBLISHED,2025-02-18 11:31:26.140662,2023-08-30 21:00:00,Open Mapping Hub ESA,100.00,0.00,2248.284,['Kenya'],2024-02-12 11:41:36.019764,27,DUNCAN KEBUT
16146,Connecting Sipili: ALIN's Community Network Mapping Initiative Olmoran Ward,MEDIUM,EASY,PUBLISHED,2024-04-16 13:26:56.588905,2023-08-30 21:00:00,Open Mapping Hub ESA,100.00,35.21,526.404,['Kenya'],2024-02-12 11:28:14.580536,15,DUNCAN KEBUT
16133,"MAPPING FOR DISASTER PREPAREDNESS IN LAUTEM, TIMOR-LESTE #16133",MEDIUM,EASY,PUBLISHED,2025-08-14 04:50:40.825345,,OpenStreetMap Timor-Leste,100.00,28.75,446.506,['East Timor'],2024-02-09 05:49:54.048545,101,Ponciano da Costa de Jesus
16065,Eco Smart City Nigeria- Sango Ota & Environs 1,MEDIUM,MODERATE,PUBLISHED,2024-05-15 13:59:57.356458,2024-06-29 23:00:00,Humanitarian Mappers,100.00,0.00,280.316,['Nigeria'],2024-02-05 20:09:52.069099,45,KAZEEM KAYODE OWOLABI
15989,Participatory Mapping of Parashuram and Dodhara Chadani Municipality,MEDIUM,MODERATE,PUBLISHED,2025-03-11 03:07:39.182670,,NAXA,82.93,2.44,444.852,['Nepal'],2024-01-25 08:46:11.063880,29,OSMNAXA
15965,Owerri Municipal Local Government Area of Imo State,MEDIUM,MODERATE,PUBLISHED,2025-07-30 17:11:07.423699,2024-03-31 00:00:00,GRDCentre,22.37,2.63,62.395,['Nigeria'],2024-01-20 01:11:10.833233,36,Anthonia Onyeahialam
15942,Al Azraq Routes/Highways/Landuse,MEDIUM,MODERATE,PUBLISHED,2025-10-05 12:53:38.761318,,OSM Jordan,100.00,20.00,2317.049,['Jordan'],2024-01-12 13:25:38.932615,51,Rupert Allan
15936,BOOSTER_GRANT_PROJECT PHASE -01_ACTIVITY_03,MEDIUM,MODERATE,PUBLISHED,2024-11-28 13:36:19.202706,,OSM Sri Lanka,100.00,0.00,8.399,['Sri Lanka'],2024-01-10 08:50:24.623558,25,Suthakaran
15882,Mapathon avec les étudiants de la ville de Beni,MEDIUM,MODERATE,PUBLISHED,2025-07-06 13:35:54.885537,2024-01-13 08:00:00,OSM RDC,69.09,3.64,38.251,['Democratic Republic of the Congo'],2023-12-27 08:37:35.705528,20,MUMBERE KOMBI Jackson
15844,Connecting Sipili: ALIN's Community Network Mapping Initiative Githiga Ward,MEDIUM,EASY,PUBLISHED,2024-11-24 19:04:53.283694,2023-08-30 21:00:00,Open Mapping Hub ESA,100.00,57.04,135.426,['Kenya'],2023-12-06 06:51:30.418230,28,DUNCAN KEBUT
15842,OSM Data Mapping and Validation of Lalitpur Metropolitan City ,MEDIUM,MODERATE,PUBLISHED,2025-07-16 03:32:41.544997,,Youth Innovation Lab,84.05,1.23,36.112,['Nepal'],2023-12-06 03:58:29.890483,27,Pradip khatiwada
15840,OSM Data Mapping and Validation of Kohalpur Municipality ,MEDIUM,MODERATE,PUBLISHED,2025-03-24 10:40:13.079250,2025-09-29 18:15:00,Youth Innovation Lab,60.00,0.00,315.374,['Nepal'],2023-12-06 03:50:31.051169,36,Pradip khatiwada
15828,LAC Anticipatory Action Mapping: Aquin Haiti,MEDIUM,MODERATE,PUBLISHED,2025-03-31 02:17:27.487354,,Caribbean Mapper Community,100.00,1.31,65.017,['Haiti'],2023-11-29 14:44:47.952804,80,Arnelle Isaac
15827,"LAC Anticipatory Action Mapping: Laguna de Bavaro, Dominican Republic",MEDIUM,MODERATE,PUBLISHED,2025-07-29 11:17:44.852027,,Open Mapping Hub for Latin America and the Caribbean,100.00,1.53,67.003,['Dominican Republic'],2023-11-29 12:15:02.401748,78,Arnelle Isaac
15819,PORT-HARCOURT - MAPPING BUILDINGS TO IMPROVE FLOOD RESPONSE AND PREPAREDNESS,MEDIUM,EASY,PUBLISHED,2024-02-14 11:11:17.716778,,Indepth Earth Geospatial Services,99.41,96.83,42.230,['Nigeria'],2023-11-23 08:48:33.237300,12,Damilola Fadipe
15808,El Niño Mapping -  Somalia_Beledweyne 4,MEDIUM,MODERATE,PUBLISHED,2023-11-25 21:58:16.577118,,Open Mapping Hub ESA,100.00,0.00,29.633,['Somalia'],2023-11-16 20:20:46.110783,6,Becky Candy
15807,El Niño Mapping -  Somalia_Beledweyne 3,MEDIUM,MODERATE,PUBLISHED,2023-11-23 15:34:25.464615,,Open Mapping Hub ESA,100.00,0.00,34.038,['Somalia'],2023-11-16 20:11:23.396085,5,Becky Candy
15806,El Niño Mapping -  Somalia_Beledweyne 2,MEDIUM,MODERATE,PUBLISHED,2023-11-20 20:10:56.708816,,Open Mapping Hub ESA,100.00,0.00,27.708,['Somalia'],2023-11-16 20:05:14.822923,8,Becky Candy
15805,El Niño Mapping -  Somalia_Beledweyne 1,MEDIUM,MODERATE,PUBLISHED,2024-09-25 13:38:13.097159,,Open Mapping Hub ESA,100.00,0.00,25.614,['Somalia'],2023-11-16 19:53:39.014566,6,Becky Candy
15786,Landslide mapping of Rukum and jajarkot,MEDIUM,MODERATE,PUBLISHED,2025-04-11 04:47:31.207048,2023-11-29 18:15:00,NAXA,73.60,0.00,3435.030,['Nepal'],2023-11-10 11:47:08.947264,28,OSMNAXA
15770,"Landslide Mapping of Kalikot and Jumla,2023",MEDIUM,MODERATE,PUBLISHED,2025-04-11 04:52:57.538126,2023-11-29 18:15:00,NAXA,90.24,46.34,4193.389,['Nepal'],2023-11-08 08:57:38.560292,18,OSMNAXA
15758,CARTOGRAPHIE DES BATIMENTS DANS LA LOCALITE DE SIVAME ET ENVIRON  AU TOGO,MEDIUM,MODERATE,PUBLISHED,2023-11-28 18:41:15.512146,,OSM Togo,100.00,45.28,57.140,['Togo'],2023-11-04 13:13:42.461901,13,Kodjo Elom Ezéchiel AMETOVENA
15753,Noda Vanua OSM - Namosi  Province,MEDIUM,MODERATE,PUBLISHED,2025-04-02 14:21:32.005437,2024-11-03 12:00:00,OSM Fiji,100.00,26.51,296.331,['Fiji'],2023-11-04 00:54:32.915339,29,Lavenia Mafi
15726,Women-Centered Disaster Resilience in SIDS - Guyana,MEDIUM,EASY,PUBLISHED,2025-04-11 14:39:44.415529,,Caribbean Mapper Community,100.00,26.59,81.873,['Guyana'],2023-10-25 12:55:36.785572,347,Arnelle Isaac
15711,"Inundación Melo, Cerro Largo - Uruguay",MEDIUM,MODERATE,PUBLISHED,2024-05-24 15:12:10.806315,2023-11-04 05:00:00,Open Mapping Hub for Latin America and the Caribbean,100.00,74.55,0.597,['Uruguay'],2023-10-23 18:40:50.082324,32,Juan Carlos Melo Luna
15709,Booster_Grant_Project Phase -01_Activity_02,MEDIUM,MODERATE,PUBLISHED,2024-12-05 16:52:18.848905,,OSM Sri Lanka,100.00,2.22,234.956,['Sri Lanka'],2023-10-23 08:24:03.519006,57,Suthakaran
15677,"Missing Maps - Wau County, South Sudan - Roads",MEDIUM,EASY,PUBLISHED,2023-11-06 15:10:26.292609,,German Red Cross,100.00,51.80,36.471,['South Sudan'],2023-10-16 16:05:44.471126,23,Isabell Klipper
15606,"ESA For Cities - Kinshasa 01 , DRC",MEDIUM,MODERATE,PUBLISHED,2025-06-18 11:48:52.190771,,Open Mapping Hub ESA,99.80,27.82,44.051,['Democratic Republic of the Congo'],2023-10-01 10:25:03.966230,180,Shamillah Nassozi
15591,DRC waterways: Kasaï 2023 (part 5/7),MEDIUM,MODERATE,PUBLISHED,2025-10-26 12:19:29.833539,,OSM RDC,100.00,8.33,2476.607,['Democratic Republic of the Congo'],2023-09-26 11:03:49.309357,15,Muluba
15590,DRC waterways: Kasaï 2023 (part 4/7),MEDIUM,MODERATE,PUBLISHED,2025-10-29 14:50:45.062064,,OSM RDC,45.31,7.03,4080.379,['Democratic Republic of the Congo'],2023-09-26 11:02:21.211049,71,Muluba
15589,DRC waterways: Kasaï 2023 (part 3/7),MEDIUM,MODERATE,PUBLISHED,2025-04-28 18:36:28.517102,,OSM RDC,100.00,31.11,2837.684,['Democratic Republic of the Congo'],2023-09-26 11:00:43.817642,19,Muluba
15587,DRC waterways: Kasaï 2023 (part 2/7),MEDIUM,MODERATE,PUBLISHED,2024-03-23 08:01:16.905780,,OSM RDC,100.00,11.63,3309.727,['Democratic Republic of the Congo'],2023-09-26 10:56:25.669775,11,Muluba
15586,DRC waterways: Kasaï 2023 (part 1/7),MEDIUM,MODERATE,PUBLISHED,2025-08-16 12:53:04.400978,,OSM RDC,100.00,43.30,4004.509,['Democratic Republic of the Congo'],2023-09-26 10:20:35.624210,16,Muluba
15567,"ESA For Cities - Addis Ketema, Addis Ababa City, Ethiopia",MEDIUM,CHALLENGING,PUBLISHED,2025-09-30 18:26:51.193279,,Open Mapping Hub ESA,9.51,0.00,20.596,['Ethiopia'],2023-09-24 13:17:01.239061,149,Shamillah Nassozi
15565,AlMarj Buildings - Libya Floods 2023,MEDIUM,MODERATE,PUBLISHED,2024-03-03 22:30:15.688535,2024-06-29 22:00:00,OSM Libya,0.06,0.00,1478.022,['Libya'],2023-09-23 09:38:24.108909,378,Geoffrey Kateregga
15550,Bayda Buildings - Libya Floods 2023,MEDIUM,MODERATE,PUBLISHED,2024-03-25 01:57:28.245016,,OSM Libya,0.86,0.00,70.898,['Libya'],2023-09-21 09:39:12.957182,294,Geoffrey Kateregga
15535,"ESA For Cities - Embakasi South, Nairobi City",MEDIUM,MODERATE,PUBLISHED,2025-06-02 14:41:23.631523,,Open Mapping Hub ESA,70.17,0.49,7.903,['Kenya'],2023-09-20 13:16:45.645339,70,Shamillah Nassozi
15534,"ESA For Cities - Kamukunji, Nairobi City",MEDIUM,MODERATE,PUBLISHED,2025-10-19 13:43:57.015258,,Open Mapping Hub ESA,79.85,0.00,6.576,['Kenya'],2023-09-20 13:04:28.542788,47,Shamillah Nassozi
15531,"ESA For Cities - Dagoretti North, Nairobi City",MEDIUM,MODERATE,PUBLISHED,2024-12-05 00:23:47.941718,,Open Mapping Hub ESA,97.00,1.91,27.800,['Kenya'],2023-09-20 12:12:15.796956,37,Shamillah Nassozi
15530,"ESA For Cities - Dagoretti South, Nairobi City",MEDIUM,MODERATE,PUBLISHED,2025-05-31 19:48:42.183641,,Open Mapping Hub ESA,68.04,33.33,22.716,['Kenya'],2023-09-20 11:51:36.071161,177,Shamillah Nassozi
15529,"ESA For Cities - Langata Subcounty, Nairobi City",MEDIUM,MODERATE,PUBLISHED,2024-04-25 12:11:34.628966,,Open Mapping Hub ESA,100.00,66.49,75.495,['Kenya'],2023-09-20 10:16:02.808742,65,Shamillah Nassozi
15505,Darnah Roads - Libya Floods 2023,MEDIUM,MODERATE,PUBLISHED,2024-01-29 00:11:16.486757,,OSM Libya,0.00,0.00,697.170,['Libya'],2023-09-14 09:59:27.378794,32,ABDURAHMAN AL FURJANI
15503,Darnah Buildings - Libya Floods 2023,MEDIUM,MODERATE,PUBLISHED,2024-09-20 01:11:29.707554,,OSM Libya,1.47,0.00,185.124,['Libya'],2023-09-14 09:18:22.011582,105,ABDURAHMAN AL FURJANI
